rental_id,station_zone,member_type,weather,temperature_c,humidity_pct,wind_speed_mps,distance_km,ride_duration_min,bike_age_months,late_return
R0070,대학가,일일권,흐림,-0.08558178259363886,0.5605621566514959,-0.300835079473453,-0.48109460286842154,-0.4139551531839068,0.6086158538335283,0
R0071,공원,월회원,흐림,-0.640952421531404,0.5211314167142654,-1.0195762733785145,-0.06848346096008108,-0.16513647473370735,0.42545693178362687,0
R0072,도심,월회원,맑음,1.3645526635216358,-1.2926826203983064,1.352269666508189,0.7046977779312233,0.726463789712841,2.348625613307593,0
R0073,도심,일일권,맑음,-0.4095479886406686,-1.2663954604401533,-1.2351986315500332,-0.5257012128044583,-0.7747422369366961,0.05913908768382384,0
R0074,도심,월회원,맑음,2.0741929243865576,-0.2871987519989459,-1.2351986315500332,-0.5275598215517932,-0.314427681803827,0.6086158538335283,0
R0075,공원,연회원,맑음,-0.16271659355721732,,0.7054025919936338,0.15269097997276795,0.058800335871472285,0.7917747758834299,0
R0076,도심,연회원,비,-1.1808960982764531,0.9154388160865637,1.2085214277271772,-0.12795894087479687,-0.08634389322447741,-1.2229733666654867,0
R0077,도심,월회원,맑음,1.6113840586050867,-0.4317781317687883,-0.4445833182544651,-0.20416189951552635,-0.12366669499200743,-0.39875821744092993,0
R0078,도심,일일권,흐림,1.0868673440527534,0.2516880271431953,-2.1695621836266135,0.03188141139600173,0.2993250583733317,0.7917747758834299,0
R0079,도심,일일권,흐림,-0.7643681190731296,0.7905748062853366,-1.594569228502564,0.4537855970410164,0.4195874196242613,0.7001953148584792,0
R0080,주거,월회원,흐림,0.48521581853684165,0.3042623470595016,-0.5883315570354777,-0.39559860049101764,-0.5466584483573466,-1.3145528276904375,0
R0081,도심,일일권,맑음,0.1612496124898119,-1.220392930513385,-1.3789468703310455,-0.3454161643129763,-0.48860075671896663,1.2496720810081836,0
R0082,대학가,일일권,흐림,0.20753049906795906,-0.0506143123755668,0.13040963686958415,-0.4216191229537058,-0.4637188888739467,0.7001953148584792,0
R0083,도심,일일권,비,-1.7054128128287864,1.4740409651973196,-0.08521272130193426,1.0801367448928667,1.1453085651040098,-0.3071787564159792,1
R0084,공원,월회원,흐림,-0.4095479886406686,0.4948442567561128,0.058535517479077905,-0.02387685102404424,0.025624512078112324,-1.497711749740339,0
R0085,공원,연회원,맑음,1.071440381860038,-0.6552189914130906,1.1366473083366706,-0.12795894087479687,-0.32272163775216695,0.5170363928085776,0
R0086,대학가,연회원,흐림,0.11496872591166525,-0.6420754114340143,0.2741578756505966,-0.05733180847607195,-0.028286201586097594,-0.39875821744092993,0
R0087,대학가,일일권,맑음,1.3182717769434888,-1.3846876802518426,-1.0195762733785145,0.05046749886935033,-0.13610762891451741,-1.6808706717902406,0
R0088,공원,월회원,맑음,-0.4095479886406686,-0.5434985615909397,-0.013338601911428017,-0.07777650469675547,-0.0034043337410775867,-0.9482349835906345,0
R0089,공원,월회원,맑음,-2.137367754224826,-0.3463448619047905,0.8491508307746463,-0.1316761583694666,-0.37663235141637685,-0.8566555225656838,0
R0090,주거,월회원,맑음,0.05326087714080215,-1.7198489697182961,0.7054025919936338,0.769749084087944,0.6269363183327609,-1.9556090548650928,0
R0091,공원,일일권,흐림,-0.10100874478635476,0.5145596267247275,-0.08521272130193426,-0.21345494325220074,-0.11537273904366747,0.24229800973372537,0
R0092,대학가,일일권,맑음,0.3309461966096847,-0.5895010915177076,-0.22896096008294675,0.6861116904578747,0.5564376927718713,1.3412515420331343,0
R0093,주거,일일권,비,-0.980345589771149,1.4806127551868586,0.6335284726031272,-0.05361459098140214,-0.024139223611927545,0.42545693178362687,0
R0094,주거,일일권,맑음,-1.3197387580108941,-0.32662949193617535,-1.091450392769021,-0.21717216074687046,-0.3932202633130569,0.7917747758834299,0
R0095,도심,일일권,맑음,0.13039568810438062,0.6328518465364169,-0.013338601911428017,-0.2023032907681915,-0.24807603421710717,-1.6808706717902406,0
R0096,공원,연회원,흐림,-0.9032107788075706,1.736912564778852,-0.1570868406924405,0.20473202489814427,0.16247478522572206,-1.3145528276904375,0
R0097,주거,연회원,비,-0.4404019130260999,1.947209844444078,1.8553885022417322,1.1098744848502242,1.2614239483807699,-0.9482349835906345,0
R0098,도심,연회원,비,-0.13186266917178605,1.184882205657635,1.71164026346072,-0.2617787706829072,-0.2024592765012372,-0.9482349835906345,0
R0099,도심,일일권,비,-1.2271769848546001,2.0326431143080756,1.352269666508189,0.06533636884802928,0.025624512078112324,-0.3071787564159792,0
R0100,공원,일일권,맑음,-0.5329636861823942,-0.017755362427875274,1.4960179052892015,-0.14654502834814556,-0.21075323244957717,-0.12401983436607768,0
R0101,도심,월회원,맑음,0.3463731588024006,-0.3200577019466374,-1.1633245121595268,-0.22460659573620995,-0.4222491091322468,1.3412515420331343,0
R0102,공원,연회원,맑음,1.410833550099783,-0.35948844188386686,0.48978023382211505,-0.4271949491957104,-0.32272163775216695,-0.9482349835906345,0
R0103,주거,연회원,흐림,0.23838442345339034,0.12682401734196716,-0.8758280345975022,-0.07591789594942056,0.004889622207262367,-1.4061322887153882,0
R0104,도심,월회원,맑음,-0.14728963136450193,,0.5616543532126212,-0.46622573288974256,-0.272957902062127,-1.3145528276904375,0
R0105,주거,월회원,맑음,-0.13186266917178605,-0.03747073239649,-1.3789468703310455,0.06347776010069445,-0.24807603421710717,-0.03244037334112692,0
R0106,대학가,,맑음,-0.1781435557499332,-1.732992549697373,1.4960179052892015,0.3459862896955941,0.27029621255414177,-0.21559929539102843,0
R0107,도심,월회원,맑음,0.6857663270421457,-0.39234739183155837,-0.6602056764259838,-0.21531355199953556,-0.011698289689417687,0.05913908768382384,0
R0108,도심,월회원,맑음,0.9634516465110283,0.25825981713273327,-1.0195762733785145,-0.4550740804057334,-0.4429839990030967,0.05913908768382384,0
R0109,주거,연회원,맑음,0.9017437977401652,0.3042623470595016,0.7772767113841397,0.3961687258736356,0.5315558249268513,-1.4061322887153882,0
R0110,대학가,월회원,맑음,-0.27070532890622706,0.14653938731058283,-1.3070727509405393,0.6842530817105399,0.5398497808751913,-0.21559929539102843,0
R0111,주거,일일권,맑음,-0.5638176105678255,-1.2335365104924618,0.20228375626009037,-0.45321547165839854,8.423254909772345,0.42545693178362687,0
R0112,주거,월회원,흐림,-0.1781435557499332,0.4619853068084213,0.2741578756505966,0.3162485497382362,0.16247478522572206,0.42545693178362687,0
R0113,대학가,월회원,흐림,0.06868783933351806,0.3305495070176552,-0.6602056764259838,0.024446976406662255,0.17076874117406202,-1.7724501328151914,0
R0114,도심,월회원,흐림,-0.47125583741153115,0.6985697464317999,0.48978023382211505,-0.37143668677566444,-0.5134826245639865,0.8833542369083807,0
R0115,주거,연회원,맑음,-0.5329636861823942,0.3174059270385784,0.13040963686958415,0.5039680332190579,0.4320283535467715,1.7991488471578883,0
R0116,주거,월회원,맑음,-0.05472785820820757,-0.09661684230233465,0.9928990695556581,0.009578106427983306,-0.036580157534437545,1.1580926199832329,0
R0117,공원,월회원,맑음,-0.11643570697907012,-0.10976042228141145,-1.5226951091120577,-0.4866704291104261,-0.38492630736471684,-1.3145528276904375,0
R0118,공원,월회원,흐림,2.182181659735568,0.26483160712227216,-1.3070727509405393,-0.31381981560828354,-0.11122576106949741,-0.03244037334112692,0
R0119,도심,연회원,맑음,-0.6563793837241193,0.7314286963794915,-0.7320797958164897,0.07462941258470357,-0.17757740865621735,-1.131393905640536,0
R0120,주거,,맑음,-0.3478401398698055,-1.286110830408768,1.639766144070214,-0.42533634044837554,-0.7249785012466562,-0.9482349835906345,0
R0121,도심,일일권,흐림,0.577777591693136,0.1136804373628913,0.48978023382211505,-0.19301024703151723,,0.24229800973372537,0
R0122,공원,일일권,맑음,1.4725413988706457,-1.5555542199798387,0.13040963686958415,0.048608890122015504,-0.16513647473370735,1.4328310030580853,1
R0123,공원,월회원,맑음,-0.47125583741153115,0.5211314167142654,0.48978023382211505,-0.04246293849739301,0.16247478522572206,-0.3071787564159792,0
R0124,주거,연회원,흐림,4.6196416861846465,-0.24776801206171595,1.4960179052892015,-0.2636373794302421,-0.11951971701783737,0.33387747075867613,0
R0125,주거,연회원,흐림,-0.3169862154843742,1.1191643057622518,-0.300835079473453,-0.4011744267330222,-0.5176296025381566,2.257046152282642,0
R0126,주거,월회원,비,-0.779795081265845,0.8497209161911807,1.5678920246797081,-0.09636259217010415,-0.19001834257872718,-0.39875821744092993,0
R0127,주거,연회원,흐림,-0.779795081265845,-0.6749343613817058,0.8491508307746463,-0.49410486409976556,-0.272957902062127,2.1654666912576914,0
R0128,도심,,흐림,-1.5665701530943454,0.553990366661957,-0.3727091988639589,-0.488529037857761,-0.4056611972355668,-0.12401983436607768,0
R0129,도심,연회원,흐림,0.5006427807295576,2.0917892242139207,0.20228375626009037,0.8143556940239804,0.7181698337645008,-0.8566555225656838,1
R0130,대학가,월회원,맑음,-0.30155925329165884,-0.45806529172694144,-1.0195762733785145,0.16384263245677724,0.08782918169066219,0.9749336979333314,0
R0131,공원,연회원,맑음,-0.008446971630060392,-0.6026446714967844,0.058535517479077905,-0.4123260792170314,-0.6254510298665764,0.5170363928085776,0
R0132,대학가,월회원,,-0.11643570697907012,0.7117133264108767,-0.300835079473453,-0.46622573288974256,-0.37663235141637685,1.0665131589582821,0
R0133,대학가,연회원,흐림,0.361800120995116,1.0665899858459456,-1.2351986315500332,-0.21717216074687046,-0.2771048800362971,0.6086158538335283,0
R0134,주거,연회원,맑음,-0.8260759678439922,0.03481895748843145,0.13040963686958415,0.09879132630005683,-0.16098949675953728,0.1507185487087746,0
R0135,주거,일일권,비,-1.5665701530943454,0.7445722763585683,0.3460319950411029,0.024446976406662255,0.26614923457997186,-0.8566555225656838,0
R0136,도심,일일권,맑음,-0.6872333081095512,-0.3200577019466374,0.2741578756505966,0.08206384757404304,0.0007426442330923162,0.33387747075867613,0
R0137,주거,일일권,비,-0.5483906483751096,0.5277032067038043,0.3460319950411029,-0.03502850350805353,0.17906269712240197,-0.5819171394908315,0
R0138,주거,월회원,흐림,-1.2271769848546001,-0.2871987519989459,-1.3070727509405393,-0.34169894681830654,-0.4429839990030967,0.1507185487087746,0
R0139,도심,월회원,비,-0.7952220434585608,1.526615285113627,0.8491508307746463,0.37758263840028683,0.3490887940633717,2.5317845353574944,0
R0140,주거,일일권,맑음,0.7474741758130082,0.2516880271431953,0.2741578756505966,-0.4011744267330222,-0.33516257167467695,0.24229800973372537,0
R0141,대학가,일일권,맑음,-0.1781435557499332,-1.7264207597078347,-1.3789468703310455,0.19543898116146996,0.21638549888993183,1.6159899251079868,0
R0142,도심,연회원,흐림,0.39265404538054727,-0.8260855311410866,-0.08521272130193426,0.23075254736083234,0.1417398953548721,0.5170363928085776,0
R0143,주거,월회원,,-0.08558178259363886,-1.2795390404192295,-0.5883315570354777,-0.5461459090251418,,1.3412515420331343,0
R0144,대학가,연회원,비,1.3182717769434888,1.730340774789314,1.8553885022417322,-0.48295321161575644,-0.285398835984637,-0.4903376784658807,0
R0145,대학가,일일권,맑음,0.26923834783882217,-1.430690210178611,1.1366473083366706,-0.49410486409976556,-0.4637188888739467,-1.131393905640536,0
R0146,대학가,월회원,비,-0.30155925329165884,1.6777664548730078,1.2085214277271772,0.7604560403512695,0.7430517016095208,-0.4903376784658807,0
R0147,대학가,일일권,흐림,1.210283041594479,0.4948442567561128,-0.22896096008294675,0.39059289963163096,0.4444692874692814,-0.4903376784658807,0
R0148,대학가,연회원,흐림,-0.7335141946876977,-1.0100956508481596,-1.7383174672835766,-0.3695780780283295,-0.21904718839791726,-0.7650760615407329,0
R0149,대학가,일일권,흐림,-1.6591319262506397,0.06767790743612298,0.058535517479077905,-0.09636259217010415,-0.14440158486285737,1.4328310030580853,0
R0150,공원,일일권,,-0.42497495083338394,-1.0232392308272358,1.9272626216322388,-0.35656781679698546,,-1.131393905640536,0
R0151,대학가,연회원,맑음,0.48521581853684165,-1.3123979903669212,-0.22896096008294675,-0.08335233093876003,-0.0697559813277975,0.05913908768382384,0
R0152,공원,월회원,맑음,0.28466531003153756,-0.9706649109109295,-0.1570868406924405,-0.57216643148783,-0.5673933382281965,-0.5819171394908315,0
R0153,공원,월회원,맑음,-0.5792445727605409,,-1.091450392769021,0.09507410880538716,0.12515198345819206,0.7917747758834299,0
R0154,주거,연회원,비,-1.0883343251201587,1.5397588650927028,0.2741578756505966,-0.614914432676532,-0.4927477346931366,-1.2229733666654867,0
R0155,주거,일일권,흐림,-0.4404019130260999,-0.07690147233371993,-0.803953915206996,0.3106727234962317,0.3490887940633717,1.3412515420331343,0
R0156,공원,월회원,맑음,1.3028448147507734,0.041390747477969385,0.13040963686958415,0.1694184586987819,0.22882643281244183,0.6086158538335283,0
R0157,대학가,연회원,흐림,1.595957096412372,0.7708594363167218,-0.22896096008294675,-0.34169894681830654,-0.285398835984637,-1.9556090548650928,0
R0158,주거,월회원,맑음,1.1177212684381852,-0.3463448619047905,-0.803953915206996,-0.4699429503844123,-0.4595719108997767,2.0738872302327405,0
R0159,공원,연회원,비,-0.8877838166148547,1.9866405843813082,0.5616543532126212,2.370011215543264,2.6713964595985664,-1.131393905640536,1
R0160,도심,연회원,흐림,0.09954176371894934,0.42912635686072975,-0.9477021539880085,0.12295324001541023,-0.024139223611927545,0.33387747075867613,0
R0161,도심,일일권,흐림,-0.5021097617969624,0.08739327740473771,-0.6602056764259838,-0.13911059335880607,-0.14025460688868732,-0.7650760615407329,0
R0162,공원,연회원,흐림,-0.13186266917178605,0.61970826655734,-0.5164574376449714,-0.4420638191743893,-0.4222491091322468,0.7917747758834299,0
R0163,주거,월회원,흐림,0.05326087714080215,1.4214666452810134,-0.3727091988639589,-0.43462938418504987,-0.3724853734422069,-0.4903376784658807,0
R0164,주거,일일권,맑음,-0.8260759678439922,-1.391259470241381,-0.300835079473453,0.10994297878406611,-0.11122576106949741,1.2496720810081836,0
R0165,공원,월회원,맑음,-0.10100874478635476,,-0.5164574376449714,-0.46808434163707746,-0.4554249329256067,-0.7650760615407329,0
R0166,도심,월회원,비,0.8246089867765868,1.1585950456994814,0.7772767113841397,0.09507410880538716,-0.007551311715247637,-0.03244037334112692,0
R0167,공원,월회원,흐림,-1.1500421738910216,0.8234337562330281,0.058535517479077905,0.24933863483418112,0.18320967509657202,-0.3071787564159792,0
R0168,도심,연회원,흐림,-0.039300896015491665,0.17939833725827437,-0.6602056764259838,-0.0814937221914252,-0.0821969152503075,0.7917747758834299,0
R0169,공원,월회원,맑음,-0.10100874478635476,0.5211314167142654,0.48978023382211505,-0.600045562697853,-0.4512779549514367,-1.58929121076529,0
R0170,도심,연회원,맑음,-1.2888848336254628,-1.5489824299903001,1.639766144070214,0.14339793623609365,0.20394456496742197,0.7001953148584792,1
R0171,대학가,월회원,맑음,0.05326087714080215,4.0501826410963355,-0.9477021539880085,-0.41418468796436636,-0.42639608710641674,1.1580926199832329,0
R0172,도심,월회원,비,0.006979990562654971,1.802630464674235,1.8553885022417322,-0.4699429503844123,-0.19416532055289726,0.5170363928085776,0
R0173,공원,,맑음,-0.980345589771149,-1.5292670600216856,-0.8758280345975022,0.015153932669987952,-0.14854856283702728,-1.2229733666654867,0
R0174,대학가,일일권,,-1.1500421738910216,2.1772224940779186,0.9210249501651522,-0.23389963947288422,10.061311209569492,-0.3071787564159792,0
R0175,대학가,월회원,맑음,0.3309461966096847,-1.2729672504296916,1.8553885022417322,-0.10007980966477388,0.029771490052282225,-0.8566555225656838,0
R0176,대학가,일일권,맑음,-0.47125583741153115,-0.7209368913084736,0.9210249501651522,-0.08892815718076467,-0.2397820782687672,0.42545693178362687,0
R0177,대학가,연회원,맑음,0.20753049906795906,-0.7340804712875505,-1.7383174672835766,-0.15583807208481984,-0.22319416637208717,-0.39875821744092993,0
R0178,도심,일일권,맑음,-0.5946715349532568,-0.35948844188386686,0.13040963686958415,-0.03131128601338371,-0.16513647473370735,,0
R0179,대학가,월회원,맑음,-1.1500421738910216,-0.5632139315595545,0.8491508307746463,-0.2692132056722467,-0.2688109240879571,-1.2229733666654867,0
R0180,공원,연회원,맑음,-0.23985140452079576,0.2319726571745806,-0.8758280345975022,0.005860888933313487,0.1044170935873421,-0.39875821744092993,0
R0181,도심,연회원,흐림,0.06868783933351806,0.16625475727919756,-2.0976880642361073,-0.21717216074687046,-0.2895458139588071,-0.5819171394908315,0
R0182,주거,일일권,맑음,0.2538113856461063,-1.003523860858621,-0.7320797958164897,0.08020523882670821,0.14588687332904202,-0.7650760615407329,0
R0183,대학가,연회원,흐림,-0.14728963136450193,4.313054240677869,0.48978023382211505,0.6582325592478518,0.6725530760486309,-0.21559929539102843,0
R0184,주거,일일권,비,-1.0420534385420117,1.3491769553960924,0.2741578756505966,0.08763967381604769,0.21638549888993183,-0.7650760615407329,0
R0185,대학가,연회원,흐림,0.4543618941514104,0.3305495070176552,0.3460319950411029,-0.3807297305123387,-0.29783976990714706,0.1507185487087746,0
R0186,공원,일일권,비,-2.7853001663188848,1.4280384352705524,1.352269666508189,0.1675598499514469,0.11271104953568205,0.42545693178362687,0
R0187,대학가,일일권,맑음,0.855462911162018,-0.8392291111201634,-0.5883315570354777,-0.46436712414240766,-0.5176296025381566,1.4328310030580853,0
R0188,도심,월회원,맑음,-0.5175367239896783,-0.1886219021558713,0.3460319950411029,0.26049028731819024,0.22053247686410188,0.42545693178362687,0
R0189,대학가,연회원,흐림,1.9353502646521163,0.17282654726873548,-0.7320797958164897,-0.24690990070422827,-0.20660625447540726,-0.03244037334112692,0
R0190,주거,일일권,맑음,0.39265404538054727,-0.14261937222910298,-2.1695621836266135,0.1359635012467542,0.038065446000622324,2.714943457407396,0
